Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Reasons_Discontinue,Monthly_Data_Usage
Male,College of Engineering,Yes,400,On-campus,No,Several times a week,5,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,Yes,High costs/pricing,6.79
Female,College of Humanity and Social Science,Yes,200,Off-campus,No,Daily,5,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",6.6
Male,College of Humanity and Social Science,No,200,Off-campus,Yes,Daily,2,SMS/Text messaging,No,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",9.52
Female,College of Engineering,Yes,400,Off-campus,No,Several times a week,1,"SMS/Text messaging, Mobile data/Internet",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing",3.31
Female,College of Agriculture and Natural Resources,Yes,500,On-campus,No,Daily,5,"None of the above, Mobile data/Internet, Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",9.81
Male,College of Art and Built Environment,Yes,100,Off-campus,Yes,Daily,5,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",8.43
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Occasionally,5,None of the above,No,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",0.59
Female,College of Engineering,Yes,300,Off-campus,Yes,Several times a week,3,"Mobile data/Internet, SMS/Text messaging, None of the above",No,Yes,Poor network quality/coverage,7.09
Male,College of Art and Built Environment,Yes,100,Off-campus,Yes,Several times a week,1,"SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",3.51
Female,College of Agriculture and Natural Resources,No,400,Off-campus,No,Occasionally,3,"Mobile data/Internet, SMS/Text messaging, Voice Calls",No,Yes,Unsatisfactory customer service,1.5
Male,College of Science,No,100,On-campus,Yes,Occasionally,4,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage",2.67
Female,College of Science,Yes,300,Off-campus,No,Occasionally,1,"SMS/Text messaging, None of the above",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",7.84
Male,College of Engineering,Yes,200,Off-campus,No,Daily,5,"None of the above, SMS/Text messaging",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",3.35
Female,College of Art and Built Environment,Yes,200,On-campus,Yes,Daily,1,"None of the above, Mobile data/Internet, Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",2.74
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Never,1,Voice Calls,No,Yes,Insufficient data allowance,9.31
Male,School of Business,Yes,400,Off-campus,Yes,Several times a week,4,SMS/Text messaging,No,Yes,Poor network quality/coverage,9.68
Male,College of Art and Built Environment,No,100,Off-campus,Yes,Occasionally,1,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,2.25
Female,College of Science,No,400,Off-campus,Yes,Occasionally,1,"Voice Calls, None of the above",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",1.62
Male,College of Art and Built Environment,No,100,Off-campus,Yes,Daily,2,"Mobile data/Internet, SMS/Text messaging, None of the above, Voice Calls",Yes,Yes,Unsatisfactory customer service,5.94
Female,College of Science,No,400,Off-campus,Yes,Rarely,1,"Voice Calls, None of the above",Yes,Yes,Insufficient data allowance,6.34
Male,College of Humanity and Social Science,No,100,Off-campus,No,Daily,5,Voice Calls,Yes,Yes,High costs/pricing,0.6
Female,College of Humanity and Social Science,No,100,Off-campus,No,Occasionally,5,"Voice Calls, None of the above",No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",2.0
Male,School of Business,Yes,300,On-campus,Yes,Daily,3,"Voice Calls, SMS/Text messaging, None of the above",No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",0.52
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Occasionally,1,"Voice Calls, None of the above",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",1.68
Male,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Daily,4,Mobile data/Internet,No,Yes,"Poor network quality/coverage, High costs/pricing",5.51
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Occasionally,1,None of the above,Yes,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",2.89
Male,College of Art and Built Environment,Yes,400,Off-campus,Yes,Daily,5,Mobile data/Internet,No,Yes,"High costs/pricing, Poor network quality/coverage",1.27
Male,School of Business,Yes,100,Off-campus,Yes,Several times a week,5,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",No,Yes,"Insufficient data allowance, High costs/pricing",6.68
Male,College of Art and Built Environment,Yes,200,On-campus,Yes,Occasionally,1,"Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,Unsatisfactory customer service,2.78
Female,College of Humanity and Social Science,No,500,Off-campus,Yes,Several times a week,4,None of the above,Yes,Yes,Poor network quality/coverage,5.67
Male,College of Engineering,Yes,100,Off-campus,Yes,Occasionally,5,"Voice Calls, None of the above, SMS/Text messaging",No,Yes,High costs/pricing,2.9
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Rarely,2,"None of the above, Mobile data/Internet",Yes,Yes,High costs/pricing,9.19
Female,College of Humanity and Social Science,Yes,100,Off-campus,No,Daily,2,SMS/Text messaging,No,No,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",2.86
Female,College of Humanity and Social Science,No,200,Off-campus,Yes,Several times a week,3,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance, High costs/pricing",2.58
Female,School of Business,No,400,Off-campus,No,Daily,4,Voice Calls,Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",8.6
Male,College of Agriculture and Natural Resources,No,300,Off-campus,No,Never,2,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",No,Yes,Poor network quality/coverage,6.14
Male,College of Science,Yes,500,Off-campus,No,Never,4,"Mobile data/Internet, None of the above",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",2.27
Female,College of Agriculture and Natural Resources,No,300,Off-campus,No,Occasionally,3,"Mobile data/Internet, None of the above",Yes,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",2.79
Male,School of Business,Yes,300,Off-campus,Yes,Occasionally,3,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",7.94
Male,College of Art and Built Environment,Yes,100,On-campus,Yes,Several times a week,3,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,No,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",1.36
Female,School of Business,Yes,600,Off-campus,No,Several times a week,2,Mobile data/Internet,Yes,Yes,Poor network quality/coverage,9.64
Male,College of Engineering,Yes,100,Off-campus,Yes,Daily,4,None of the above,Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",2.51
Male,College of Art and Built Environment,No,400,Off-campus,No,Daily,1,"Voice Calls, Mobile data/Internet, SMS/Text messaging, None of the above",No,Yes,High costs/pricing,3.09
Male,College of Science,Yes,300,Off-campus,No,Rarely,2,"Mobile data/Internet, None of the above, Voice Calls",No,Yes,High costs/pricing,3.13
Female,School of Business,Yes,400,Off-campus,No,Occasionally,5,"Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",1.49
Male,College of Humanity and Social Science,No,100,Off-campus,Yes,Rarely,4,None of the above,Yes,No,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",1.3
Male,College of Engineering,Yes,100,On-campus,No,Several times a week,3,"Voice Calls, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance",0.78
Female,College of Art and Built Environment,No,300,Off-campus,Yes,Occasionally,1,"Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Insufficient data allowance",2.85
Female,College of Art and Built Environment,Yes,300,Off-campus,Yes,Several times a week,4,Mobile data/Internet,Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",2.89
Female,College of Science,No,300,Off-campus,No,Several times a week,5,Voice Calls,No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",4.3
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Daily,2,None of the above,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",4.41
Male,College of Engineering,Yes,400,On-campus,No,Several times a week,4,"Mobile data/Internet, None of the above",Yes,Yes,Poor network quality/coverage,9.63
Male,College of Engineering,Yes,100,Off-campus,Yes,Several times a week,2,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",3.92
Female,College of Engineering,Yes,400,On-campus,No,Daily,4,SMS/Text messaging,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",7.49
Female,School of Business,Yes,100,Off-campus,No,Occasionally,1,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,High costs/pricing,2.09
Male,College of Science,Yes,200,Off-campus,Yes,Occasionally,1,None of the above,Yes,No,Poor network quality/coverage,8.3
Male,College of Agriculture and Natural Resources,No,100,Off-campus,Yes,Occasionally,2,"SMS/Text messaging, Mobile data/Internet, Voice Calls",No,No,"High costs/pricing, Insufficient data allowance",3.92
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Several times a week,3,"Voice Calls, Mobile data/Internet, SMS/Text messaging, None of the above",Yes,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",1.13
Male,College of Art and Built Environment,Yes,100,On-campus,Yes,Several times a week,3,"SMS/Text messaging, Voice Calls, Mobile data/Internet",No,No,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",5.49
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Several times a week,4,Voice Calls,No,Yes,Poor network quality/coverage,4.61
Male,School of Business,No,600,Off-campus,No,Occasionally,2,"Voice Calls, None of the above, SMS/Text messaging",Yes,No,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",5.75
Female,College of Engineering,Yes,400,Off-campus,No,Daily,5,"None of the above, Voice Calls, SMS/Text messaging",No,Yes,Poor network quality/coverage,2.43
Male,School of Business,Yes,600,Off-campus,Yes,Several times a week,4,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",No,Yes,Poor network quality/coverage,4.96
Male,College of Humanity and Social Science,Yes,500,Off-campus,No,Several times a week,1,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",No,Yes,"Poor network quality/coverage, High costs/pricing",3.73
Male,College of Science,Yes,200,Off-campus,No,Daily,5,"None of the above, Voice Calls, Mobile data/Internet",Yes,Yes,"High costs/pricing, Insufficient data allowance",4.89
Male,School of Business,No,200,Off-campus,Yes,Daily,1,"SMS/Text messaging, None of the above",No,No,High costs/pricing,6.19
Male,School of Business,Yes,100,Off-campus,No,Several times a week,4,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",7.63
Female,College of Science,Yes,100,Off-campus,Yes,Several times a week,4,"Voice Calls, Mobile data/Internet",No,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",7.97
Male,College of Art and Built Environment,Yes,100,Off-campus,No,Daily,3,"SMS/Text messaging, None of the above, Mobile data/Internet",Yes,Yes,"High costs/pricing, Unsatisfactory customer service",5.7
Female,College of Engineering,No,400,Off-campus,Yes,Several times a week,3,Mobile data/Internet,Yes,No,Poor network quality/coverage,4.35
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Occasionally,3,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",5.35
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Rarely,4,"None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",4.7
Female,College of Art and Built Environment,No,600,On-campus,Yes,Occasionally,3,"None of the above, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",8.2
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Several times a week,1,"None of the above, Voice Calls",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",2.57
Male,College of Engineering,Yes,100,Off-campus,Yes,Never,2,"Voice Calls, Mobile data/Internet",Yes,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",0.97
Male,College of Science,Yes,200,Off-campus,No,Occasionally,4,"Voice Calls, Mobile data/Internet, SMS/Text messaging, None of the above",No,Yes,"Insufficient data allowance, Poor network quality/coverage",2.22
Male,College of Engineering,Yes,200,On-campus,Yes,Occasionally,3,None of the above,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",4.1
Female,College of Humanity and Social Science,Yes,200,Off-campus,No,Occasionally,5,Mobile data/Internet,Yes,Yes,Insufficient data allowance,3.04
Female,College of Agriculture and Natural Resources,No,100,Off-campus,No,Occasionally,3,None of the above,No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",9.85
Female,College of Agriculture and Natural Resources,Yes,500,Off-campus,Yes,Daily,1,"Voice Calls, SMS/Text messaging",Yes,Yes,Unsatisfactory customer service,4.18
Male,College of Art and Built Environment,No,100,Off-campus,Yes,Occasionally,4,"Mobile data/Internet, Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",8.96
Female,School of Business,Yes,200,Off-campus,No,Daily,4,Voice Calls,No,Yes,"High costs/pricing, Unsatisfactory customer service",9.74
Male,College of Engineering,Yes,100,On-campus,Yes,Daily,1,"Voice Calls, SMS/Text messaging, None of the above",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",9.0
Male,College of Art and Built Environment,No,100,Off-campus,No,Daily,4,"SMS/Text messaging, Voice Calls, None of the above",No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",6.65
Male,School of Business,No,200,On-campus,No,Several times a week,5,None of the above,No,Yes,Unsatisfactory customer service,4.69
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Daily,2,"SMS/Text messaging, Voice Calls",No,No,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance",1.41
Male,College of Science,No,500,Off-campus,Yes,Several times a week,1,"Voice Calls, SMS/Text messaging, None of the above",Yes,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",8.55
Male,College of Humanity and Social Science,Yes,200,Off-campus,No,Daily,5,Mobile data/Internet,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",3.67
Female,School of Business,No,100,On-campus,Yes,Occasionally,3,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",6.43
Female,College of Science,No,300,Off-campus,No,Daily,1,None of the above,No,Yes,"High costs/pricing, Unsatisfactory customer service",2.1
Male,College of Agriculture and Natural Resources,No,300,On-campus,No,Rarely,4,"Mobile data/Internet, Voice Calls",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage",1.38
Male,College of Engineering,Yes,400,Off-campus,No,Daily,2,Mobile data/Internet,No,No,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",3.81
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Rarely,4,"Mobile data/Internet, SMS/Text messaging",Yes,No,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",3.74
Female,College of Agriculture and Natural Resources,Yes,500,Off-campus,Yes,Several times a week,5,"Voice Calls, None of the above",No,Yes,Poor network quality/coverage,0.62
Male,College of Art and Built Environment,Yes,600,Off-campus,No,Never,2,"Mobile data/Internet, Voice Calls, None of the above, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",2.01
Female,College of Science,No,300,Off-campus,No,Occasionally,4,Voice Calls,Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage",3.98
Male,College of Humanity and Social Science,Yes,600,On-campus,No,Daily,2,Mobile data/Internet,No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",2.31
Female,College of Agriculture and Natural Resources,No,500,Off-campus,Yes,Several times a week,5,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",9.39
Female,College of Humanity and Social Science,Yes,400,On-campus,No,Several times a week,4,Mobile data/Internet,No,Yes,"High costs/pricing, Unsatisfactory customer service",6.13
Male,College of Art and Built Environment,Yes,100,On-campus,No,Occasionally,4,"Mobile data/Internet, None of the above, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",9.45
Female,College of Engineering,Yes,100,Off-campus,No,Several times a week,5,"SMS/Text messaging, None of the above, Mobile data/Internet",Yes,No,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",9.92
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Occasionally,5,SMS/Text messaging,No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",0.63
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Occasionally,3,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage",3.77
Female,School of Business,No,300,On-campus,No,Daily,1,"Voice Calls, SMS/Text messaging",No,Yes,High costs/pricing,3.92
Male,School of Business,Yes,400,On-campus,Yes,Several times a week,3,"None of the above, Mobile data/Internet, Voice Calls",No,Yes,Insufficient data allowance,3.65
Female,College of Engineering,No,400,Off-campus,Yes,Rarely,3,"SMS/Text messaging, Mobile data/Internet, None of the above",No,Yes,"Poor network quality/coverage, Insufficient data allowance",2.85
Female,College of Humanity and Social Science,Yes,600,Off-campus,Yes,Occasionally,1,"Voice Calls, SMS/Text messaging",Yes,Yes,Insufficient data allowance,3.46
Female,College of Science,Yes,400,On-campus,No,Never,5,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",5.84
Male,School of Business,Yes,100,Off-campus,Yes,Several times a week,2,"Mobile data/Internet, SMS/Text messaging, Voice Calls",No,Yes,"High costs/pricing, Unsatisfactory customer service",9.97
Male,School of Business,No,400,Off-campus,Yes,Daily,2,Mobile data/Internet,No,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",3.69
Male,College of Science,Yes,100,Off-campus,Yes,Daily,3,Voice Calls,No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",5.76
Female,College of Science,Yes,300,Off-campus,Yes,Occasionally,5,"None of the above, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Insufficient data allowance",9.97
Female,College of Engineering,Yes,400,On-campus,No,Daily,2,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",1.29
Female,College of Agriculture and Natural Resources,Yes,500,On-campus,No,Occasionally,5,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",No,Yes,Unsatisfactory customer service,1.49
Male,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Daily,1,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",3.56
Female,College of Engineering,No,500,Off-campus,Yes,Occasionally,2,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Insufficient data allowance",9.52
Female,College of Science,Yes,200,Off-campus,Yes,Occasionally,3,SMS/Text messaging,No,Yes,"Poor network quality/coverage, High costs/pricing",3.8
Male,School of Business,No,300,On-campus,No,Several times a week,5,"Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",6.43
Male,College of Science,Yes,600,On-campus,No,Occasionally,4,None of the above,Yes,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",4.95
Female,College of Art and Built Environment,No,600,Off-campus,Yes,Several times a week,2,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",No,Yes,Poor network quality/coverage,7.91
Male,School of Business,Yes,400,On-campus,Yes,Daily,5,"None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",1.36
Male,College of Engineering,Yes,200,On-campus,No,Daily,5,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",Yes,Yes,"Insufficient data allowance, High costs/pricing",9.99
Female,College of Art and Built Environment,No,200,Off-campus,No,Occasionally,3,"SMS/Text messaging, None of the above, Mobile data/Internet",No,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",5.95
Female,College of Engineering,Yes,600,On-campus,No,Occasionally,3,"SMS/Text messaging, Voice Calls",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",4.2
Female,College of Art and Built Environment,Yes,500,Off-campus,Yes,Daily,4,"Voice Calls, None of the above, SMS/Text messaging",No,Yes,"Insufficient data allowance, Unsatisfactory customer service",9.92
Male,School of Business,Yes,100,Off-campus,No,Never,5,"SMS/Text messaging, None of the above, Voice Calls",Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",7.11
Female,School of Business,No,100,Off-campus,Yes,Several times a week,2,Mobile data/Internet,No,No,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",9.33
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Never,1,"Voice Calls, SMS/Text messaging, None of the above",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",6.68
Male,College of Engineering,Yes,200,Off-campus,No,Occasionally,1,SMS/Text messaging,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",2.93
Female,College of Science,Yes,500,Off-campus,No,Occasionally,5,"None of the above, Mobile data/Internet",No,No,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",1.42
Male,College of Humanity and Social Science,No,300,Off-campus,No,Rarely,4,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",8.09
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Several times a week,5,None of the above,Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",4.61
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Occasionally,1,"None of the above, Mobile data/Internet, Voice Calls, SMS/Text messaging",No,Yes,Insufficient data allowance,9.1
Female,College of Humanity and Social Science,Yes,300,Off-campus,Yes,Several times a week,2,"Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,Yes,Insufficient data allowance,2.61
Female,School of Business,Yes,400,On-campus,No,Rarely,5,"None of the above, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, High costs/pricing",0.69
Male,College of Science,Yes,200,Off-campus,Yes,Occasionally,4,"None of the above, Mobile data/Internet",Yes,Yes,"High costs/pricing, Poor network quality/coverage",5.57
Male,College of Humanity and Social Science,Yes,500,Off-campus,Yes,Daily,4,None of the above,No,Yes,Unsatisfactory customer service,9.35
Male,College of Engineering,Yes,600,Off-campus,No,Several times a week,5,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,Yes,"High costs/pricing, Unsatisfactory customer service",8.51
Female,College of Science,Yes,600,On-campus,No,Several times a week,2,"SMS/Text messaging, Voice Calls",No,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",1.93
Male,School of Business,Yes,200,Off-campus,No,Occasionally,4,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",No,Yes,Unsatisfactory customer service,7.49
Female,College of Engineering,Yes,200,Off-campus,Yes,Several times a week,5,"Voice Calls, SMS/Text messaging",Yes,No,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",6.7
Male,College of Agriculture and Natural Resources,No,300,Off-campus,Yes,Several times a week,3,None of the above,No,Yes,"Unsatisfactory customer service, Insufficient data allowance",9.38
Female,School of Business,Yes,200,On-campus,No,Occasionally,1,None of the above,No,Yes,Unsatisfactory customer service,5.89
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Daily,3,"Mobile data/Internet, None of the above",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",7.88
Male,College of Science,No,200,Off-campus,No,Daily,5,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,Yes,Poor network quality/coverage,5.63
Male,College of Science,Yes,200,Off-campus,Yes,Daily,1,"Voice Calls, SMS/Text messaging",No,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",9.22
Male,College of Science,Yes,200,Off-campus,No,Daily,4,"None of the above, SMS/Text messaging",No,Yes,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",4.64
Male,College of Science,Yes,400,Off-campus,No,Occasionally,3,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",1.69
Female,College of Art and Built Environment,Yes,600,Off-campus,Yes,Daily,2,"Voice Calls, None of the above",No,Yes,"Insufficient data allowance, Poor network quality/coverage",2.27
Male,College of Humanity and Social Science,Yes,300,Off-campus,Yes,Occasionally,5,"Mobile data/Internet, Voice Calls",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance",7.58
Female,College of Science,No,300,Off-campus,No,Occasionally,5,"SMS/Text messaging, None of the above, Mobile data/Internet",Yes,Yes,"High costs/pricing, Insufficient data allowance",5.23
Male,College of Agriculture and Natural Resources,No,300,Off-campus,No,Several times a week,5,"Voice Calls, None of the above, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",8.96
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,No,Several times a week,3,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",5.21
Male,College of Agriculture and Natural Resources,No,200,Off-campus,No,Occasionally,5,None of the above,No,No,"Poor network quality/coverage, Insufficient data allowance",7.5
