Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Reasons_Discontinue,Monthly_Data_Usage
Female,College of Humanity and Social Science,No,500,Off-campus,Yes,Never,1,"None of the above, SMS/Text messaging",Yes,No,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",3.66
Male,School of Business,Yes,100,Off-campus,Yes,Occasionally,2,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,No,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",10.16
Male,College of Engineering,No,500,Off-campus,No,Daily,1,"Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"High costs/pricing, Poor network quality/coverage",7.28
Female,School of Business,Yes,400,Off-campus,Yes,Occasionally,4,Voice Calls,No,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",3.8
Female,College of Agriculture and Natural Resources,Yes,100,On-campus,Yes,Occasionally,3,None of the above,No,No,Poor network quality/coverage,3.82
Female,School of Business,Yes,100,Off-campus,No,Daily,2,"SMS/Text messaging, Voice Calls",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",7.91
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,1,Mobile data/Internet,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",3.6
Male,College of Agriculture and Natural Resources,No,400,Off-campus,No,Several times a week,1,"Voice Calls, SMS/Text messaging",No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",10.06
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Occasionally,2,None of the above,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",2.37
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,4,SMS/Text messaging,No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",9.34
Male,College of Humanity and Social Science,Yes,400,Off-campus,No,Occasionally,2,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",6.28
Male,College of Engineering,No,200,Off-campus,Yes,Occasionally,1,"Mobile data/Internet, Voice Calls",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",10.29
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Occasionally,1,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",No,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",1.86
Male,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Daily,3,"None of the above, Voice Calls, Mobile data/Internet",Yes,Yes,"High costs/pricing, Poor network quality/coverage",6.52
Male,School of Business,No,100,Off-campus,Yes,Occasionally,3,"Voice Calls, Mobile data/Internet",Yes,Yes,High costs/pricing,6.59
Male,College of Art and Built Environment,Yes,500,Off-campus,No,Occasionally,3,"None of the above, SMS/Text messaging, Mobile data/Internet",Yes,No,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",10.12
Female,College of Engineering,Yes,300,Off-campus,No,Occasionally,4,"Voice Calls, None of the above, Mobile data/Internet",No,Yes,High costs/pricing,8.69
Female,College of Humanity and Social Science,No,300,Off-campus,Yes,Daily,5,SMS/Text messaging,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",3.36
Male,College of Science,No,600,Off-campus,No,Occasionally,5,"None of the above, Voice Calls, SMS/Text messaging",Yes,Yes,"High costs/pricing, Insufficient data allowance",2.5
Female,College of Engineering,No,200,Off-campus,No,Never,4,"Voice Calls, SMS/Text messaging, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Insufficient data allowance",6.83
Female,School of Business,Yes,200,Off-campus,No,Daily,4,"None of the above, Voice Calls, SMS/Text messaging, Mobile data/Internet",No,Yes,Poor network quality/coverage,1.09
Male,College of Science,No,400,Off-campus,Yes,Daily,2,"SMS/Text messaging, Voice Calls",No,Yes,High costs/pricing,10.1
Male,College of Agriculture and Natural Resources,No,100,On-campus,No,Several times a week,2,"SMS/Text messaging, Voice Calls, Mobile data/Internet",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",8.38
Male,College of Art and Built Environment,Yes,400,Off-campus,No,Occasionally,5,Mobile data/Internet,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",2.0
Male,School of Business,No,300,Off-campus,Yes,Several times a week,2,"Mobile data/Internet, Voice Calls, None of the above, SMS/Text messaging",Yes,Yes,High costs/pricing,2.86
Female,College of Humanity and Social Science,No,400,Off-campus,No,Several times a week,1,"Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",5.49
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Never,4,"Mobile data/Internet, SMS/Text messaging, Voice Calls",No,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",8.6
Male,School of Business,Yes,100,Off-campus,No,Several times a week,2,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",No,No,Unsatisfactory customer service,9.19
Male,College of Science,Yes,500,Off-campus,No,Several times a week,4,"SMS/Text messaging, Mobile data/Internet, None of the above",Yes,No,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",9.53
Male,College of Humanity and Social Science,No,200,On-campus,Yes,Several times a week,1,SMS/Text messaging,Yes,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",5.97
Female,College of Science,Yes,300,Off-campus,Yes,Several times a week,1,"SMS/Text messaging, Voice Calls, None of the above",No,Yes,High costs/pricing,6.43
Male,College of Agriculture and Natural Resources,No,100,Off-campus,Yes,Daily,3,Voice Calls,Yes,Yes,Poor network quality/coverage,5.66
Female,College of Science,Yes,100,Off-campus,Yes,Occasionally,3,"Mobile data/Internet, None of the above, SMS/Text messaging",Yes,Yes,None,3.18
Male,College of Science,Yes,100,Off-campus,Yes,Several times a week,2,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service",9.73
Male,College of Humanity and Social Science,No,500,Off-campus,No,Daily,5,"SMS/Text messaging, None of the above",Yes,Yes,Poor network quality/coverage,7.79
Female,School of Business,Yes,300,Off-campus,Yes,Daily,4,None of the above,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",3.05
Female,College of Humanity and Social Science,Yes,300,Off-campus,Yes,Several times a week,6,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,5.4
Male,College of Science,Yes,500,On-campus,No,Daily,3,"None of the above, SMS/Text messaging, Voice Calls",Yes,Yes,Insufficient data allowance,7.69
Male,School of Business,Yes,100,Off-campus,Yes,Daily,4,"Mobile data/Internet, Voice Calls, SMS/Text messaging",No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",6.31
Female,College of Engineering,Yes,100,Off-campus,No,Daily,2,SMS/Text messaging,No,Yes,None,8.07
Female,School of Business,Yes,100,On-campus,Yes,Occasionally,1,"Mobile data/Internet, None of the above",Yes,Yes,Poor network quality/coverage,9.47
Female,College of Humanity and Social Science,Yes,200,On-campus,No,Never,6,"Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance",4.21
Male,College of Agriculture and Natural Resources,No,100,Off-campus,No,Occasionally,6,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",Yes,Yes,"High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",1.42
Male,School of Business,Yes,500,Off-campus,No,Rarely,2,"SMS/Text messaging, Mobile data/Internet",Yes,No,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",4.03
Male,School of Business,Yes,400,On-campus,Yes,Several times a week,4,None of the above,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",8.16
Male,College of Art and Built Environment,Yes,100,Off-campus,No,Several times a week,5,"None of the above, Mobile data/Internet, SMS/Text messaging",No,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",8.84
Female,School of Business,Yes,600,Off-campus,Yes,Occasionally,6,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,None,0.5
Female,College of Art and Built Environment,Yes,400,Off-campus,No,Daily,5,"Voice Calls, None of the above",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",3.31
Female,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Occasionally,2,SMS/Text messaging,No,Yes,Poor network quality/coverage,6.66
Female,College of Art and Built Environment,No,100,Off-campus,No,Daily,5,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service",3.05
Male,College of Science,Yes,300,Off-campus,Yes,Several times a week,6,Voice Calls,Yes,Yes,"High costs/pricing, Insufficient data allowance",2.38
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,Yes,Daily,2,None of the above,No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",1.05
Male,College of Engineering,Yes,500,On-campus,No,Occasionally,1,"Mobile data/Internet, None of the above",Yes,No,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",2.15
Male,College of Humanity and Social Science,Yes,200,Off-campus,Yes,Occasionally,4,"SMS/Text messaging, Voice Calls, None of the above",No,Yes,"High costs/pricing, Insufficient data allowance",6.6
Male,College of Science,No,500,Off-campus,Yes,Several times a week,4,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",Yes,Yes,"Insufficient data allowance, High costs/pricing",9.04
Male,School of Business,Yes,200,Off-campus,Yes,Several times a week,5,None of the above,No,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",4.79
Male,College of Humanity and Social Science,No,300,Off-campus,No,Several times a week,4,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",No,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",2.74
Female,College of Science,Yes,200,Off-campus,Yes,Occasionally,2,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",No,Yes,High costs/pricing,9.01
Female,College of Agriculture and Natural Resources,Yes,200,Off-campus,No,Occasionally,6,Mobile data/Internet,No,Yes,Insufficient data allowance,0.69
Male,College of Engineering,Yes,500,Off-campus,Yes,Several times a week,1,"SMS/Text messaging, Voice Calls",Yes,No,"Insufficient data allowance, Poor network quality/coverage",6.69
Male,College of Art and Built Environment,No,500,On-campus,Yes,Occasionally,3,Mobile data/Internet,No,Yes,"Poor network quality/coverage, High costs/pricing",9.37
Female,College of Science,Yes,400,Off-campus,Yes,Occasionally,4,SMS/Text messaging,No,No,Insufficient data allowance,6.94
Female,School of Business,No,200,On-campus,No,Daily,2,"None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",3.59
Female,College of Engineering,No,400,On-campus,Yes,Occasionally,3,Voice Calls,Yes,No,Insufficient data allowance,9.09
Female,School of Business,Yes,100,Off-campus,Yes,Daily,1,SMS/Text messaging,Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",7.15
Female,College of Science,No,400,Off-campus,No,Rarely,4,"Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",1.62
Female,College of Engineering,No,100,Off-campus,Yes,Daily,3,"None of the above, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",9.2
Female,College of Engineering,No,100,On-campus,No,Occasionally,4,"Mobile data/Internet, Voice Calls, SMS/Text messaging",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service",5.91
Female,School of Business,Yes,300,Off-campus,No,Several times a week,3,None of the above,No,Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",8.01
Male,College of Humanity and Social Science,No,400,Off-campus,Yes,Daily,1,"SMS/Text messaging, None of the above, Mobile data/Internet",Yes,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",1.01
Female,School of Business,Yes,200,Off-campus,Yes,Daily,6,"SMS/Text messaging, Mobile data/Internet",No,No,Unsatisfactory customer service,6.15
Female,College of Agriculture and Natural Resources,No,500,Off-campus,Yes,Several times a week,6,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",4.86
Female,College of Science,No,400,Off-campus,No,Daily,1,Mobile data/Internet,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance",8.63
Male,College of Engineering,No,200,Off-campus,Yes,Occasionally,1,Mobile data/Internet,No,Yes,"High costs/pricing, Unsatisfactory customer service",1.93
Female,College of Humanity and Social Science,Yes,100,On-campus,Yes,Daily,1,SMS/Text messaging,No,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",6.8
Female,College of Engineering,Yes,100,Off-campus,No,Daily,3,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",No,Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",9.09
Male,College of Engineering,Yes,600,Off-campus,No,Daily,4,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",No,No,"Insufficient data allowance, Poor network quality/coverage",4.37
Female,College of Agriculture and Natural Resources,No,300,Off-campus,Yes,Occasionally,4,"None of the above, Mobile data/Internet",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",5.88
Female,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Several times a week,5,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",Yes,No,"High costs/pricing, Poor network quality/coverage",1.39
Female,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Occasionally,2,"Mobile data/Internet, None of the above, SMS/Text messaging",No,Yes,Poor network quality/coverage,7.49
Female,College of Science,Yes,300,Off-campus,No,Several times a week,2,"None of the above, Mobile data/Internet, Voice Calls",No,Yes,"Insufficient data allowance, Unsatisfactory customer service",4.24
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Occasionally,2,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",3.5
Female,School of Business,Yes,400,On-campus,No,Several times a week,3,"Mobile data/Internet, Voice Calls, SMS/Text messaging, None of the above",No,No,"Poor network quality/coverage, Unsatisfactory customer service",8.4
Male,College of Science,No,200,Off-campus,No,Rarely,1,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,Yes,High costs/pricing,6.3
Female,College of Art and Built Environment,No,200,On-campus,Yes,Several times a week,4,Mobile data/Internet,Yes,Yes,Poor network quality/coverage,6.76
Male,College of Engineering,Yes,300,Off-campus,No,Daily,1,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",9.12
Male,College of Engineering,Yes,100,Off-campus,No,Daily,2,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",2.5
Male,College of Engineering,Yes,300,Off-campus,No,Occasionally,3,"None of the above, Voice Calls",No,No,Poor network quality/coverage,9.58
Male,School of Business,No,400,Off-campus,Yes,Several times a week,1,"Mobile data/Internet, Voice Calls, None of the above, SMS/Text messaging",No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",0.5
Female,College of Art and Built Environment,Yes,400,Off-campus,Yes,Daily,5,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",No,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",9.13
Male,College of Engineering,Yes,400,Off-campus,No,Daily,1,None of the above,Yes,Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",9.81
Female,College of Engineering,No,300,On-campus,No,Occasionally,1,SMS/Text messaging,Yes,Yes,Insufficient data allowance,2.36
Female,College of Engineering,Yes,300,On-campus,Yes,Several times a week,1,"Mobile data/Internet, SMS/Text messaging, Voice Calls",No,Yes,"Insufficient data allowance, Poor network quality/coverage",3.23
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Several times a week,4,"Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",8.28
Female,College of Engineering,Yes,500,Off-campus,No,Several times a week,4,"Mobile data/Internet, SMS/Text messaging, None of the above",No,Yes,Insufficient data allowance,8.17
Female,College of Art and Built Environment,Yes,400,On-campus,No,Several times a week,1,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",Yes,Yes,"Unsatisfactory customer service, High costs/pricing",2.41
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Occasionally,2,"Mobile data/Internet, SMS/Text messaging, None of the above, Voice Calls",No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",2.8
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Several times a week,1,"Mobile data/Internet, Voice Calls, None of the above",No,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",3.74
Female,College of Humanity and Social Science,Yes,300,Off-campus,No,Several times a week,4,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",Yes,Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",3.31
Male,College of Engineering,Yes,200,Off-campus,Yes,Daily,4,"Mobile data/Internet, SMS/Text messaging, Voice Calls",Yes,Yes,Poor network quality/coverage,3.74
Female,College of Engineering,Yes,400,Off-campus,Yes,Occasionally,5,"Mobile data/Internet, Voice Calls",Yes,No,"Poor network quality/coverage, Insufficient data allowance",8.03
Female,School of Business,Yes,600,Off-campus,Yes,Several times a week,4,"None of the above, SMS/Text messaging, Mobile data/Internet",Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",7.52
Male,College of Science,No,300,Off-campus,Yes,Occasionally,4,"None of the above, Voice Calls, SMS/Text messaging",No,Yes,"High costs/pricing, Unsatisfactory customer service",0.82
Male,College of Science,Yes,200,Off-campus,No,Several times a week,5,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",Yes,Yes,"Unsatisfactory customer service, Insufficient data allowance",4.94
Male,College of Art and Built Environment,No,500,Off-campus,Yes,Occasionally,3,"None of the above, Mobile data/Internet, SMS/Text messaging",Yes,No,Poor network quality/coverage,4.21
Female,College of Science,Yes,500,Off-campus,Yes,Several times a week,2,"Voice Calls, SMS/Text messaging, Mobile data/Internet",No,Yes,None,5.5
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Occasionally,1,"Mobile data/Internet, SMS/Text messaging",No,Yes,"High costs/pricing, Insufficient data allowance",7.23
Female,College of Science,Yes,300,Off-campus,No,Daily,1,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",4.76
Female,College of Science,No,400,Off-campus,No,Several times a week,2,"None of the above, Mobile data/Internet, SMS/Text messaging, Voice Calls",No,No,"High costs/pricing, Poor network quality/coverage",2.87
Female,College of Science,Yes,400,Off-campus,Yes,Several times a week,1,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",No,Yes,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",0.66
Male,College of Humanity and Social Science,No,300,On-campus,No,Several times a week,5,"SMS/Text messaging, None of the above",Yes,Yes,Insufficient data allowance,2.07
Male,College of Engineering,Yes,400,Off-campus,Yes,Never,4,"SMS/Text messaging, Mobile data/Internet",No,Yes,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",0.93
Female,College of Engineering,Yes,400,On-campus,No,Several times a week,1,"Mobile data/Internet, None of the above, Voice Calls",Yes,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",1.29
Female,College of Science,Yes,400,Off-campus,No,Daily,4,SMS/Text messaging,No,Yes,Insufficient data allowance,8.64
Male,School of Business,Yes,300,Off-campus,No,Several times a week,3,SMS/Text messaging,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",7.89
Male,College of Engineering,No,200,Off-campus,Yes,Never,4,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",Yes,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",4.54
Male,College of Science,Yes,300,Off-campus,No,Occasionally,5,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",6.73
Male,College of Engineering,No,200,Off-campus,Yes,Occasionally,6,"None of the above, Voice Calls",No,Yes,"High costs/pricing, Insufficient data allowance",2.78
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Rarely,2,SMS/Text messaging,Yes,No,"High costs/pricing, Insufficient data allowance",1.57
Female,College of Art and Built Environment,Yes,300,Off-campus,Yes,Occasionally,3,"Mobile data/Internet, Voice Calls, SMS/Text messaging",Yes,Yes,Insufficient data allowance,4.95
Female,College of Science,Yes,600,Off-campus,Yes,Several times a week,2,Mobile data/Internet,Yes,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage, Insufficient data allowance",5.61
Female,College of Engineering,Yes,400,On-campus,Yes,Several times a week,3,"Mobile data/Internet, Voice Calls",No,Yes,Insufficient data allowance,5.68
Female,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Occasionally,5,"Voice Calls, None of the above, Mobile data/Internet",No,Yes,"Insufficient data allowance, Poor network quality/coverage",1.36
Male,School of Business,No,200,Off-campus,Yes,Occasionally,3,Voice Calls,No,Yes,Poor network quality/coverage,6.76
Female,College of Science,Yes,100,On-campus,No,Daily,2,"SMS/Text messaging, Voice Calls, None of the above",Yes,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",8.49
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Daily,2,"None of the above, Voice Calls, Mobile data/Internet",Yes,Yes,Insufficient data allowance,1.47
Female,College of Science,Yes,600,Off-campus,Yes,Daily,4,"Mobile data/Internet, SMS/Text messaging, None of the above",No,Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",2.73
Female,College of Agriculture and Natural Resources,No,500,Off-campus,Yes,Several times a week,1,"Voice Calls, SMS/Text messaging",Yes,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",6.23
Female,College of Science,No,100,On-campus,No,Never,2,"Mobile data/Internet, Voice Calls",No,Yes,"Insufficient data allowance, Unsatisfactory customer service",2.6
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Occasionally,1,SMS/Text messaging,Yes,No,Poor network quality/coverage,3.95
Male,College of Agriculture and Natural Resources,No,100,Off-campus,No,Daily,4,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",No,Yes,Poor network quality/coverage,3.43
Male,School of Business,Yes,100,Off-campus,No,Rarely,1,"Mobile data/Internet, SMS/Text messaging, None of the above",Yes,Yes,Poor network quality/coverage,3.66
Female,College of Agriculture and Natural Resources,No,200,Off-campus,Yes,Daily,3,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",Yes,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",8.28
Male,College of Science,Yes,300,On-campus,No,Occasionally,3,SMS/Text messaging,No,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",0.84
Female,College of Engineering,Yes,100,On-campus,No,Occasionally,3,"None of the above, SMS/Text messaging, Voice Calls",No,Yes,Unsatisfactory customer service,2.18
Male,College of Art and Built Environment,Yes,600,On-campus,No,Occasionally,1,None of the above,No,Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",5.4
Male,College of Science,No,400,On-campus,Yes,Occasionally,3,"Voice Calls, Mobile data/Internet, SMS/Text messaging, None of the above",No,No,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",3.86
Male,School of Business,No,300,Off-campus,No,Daily,3,"None of the above, Mobile data/Internet, Voice Calls, SMS/Text messaging",No,No,Poor network quality/coverage,2.47
Female,School of Business,Yes,300,Off-campus,No,Several times a week,2,"Mobile data/Internet, Voice Calls, None of the above, SMS/Text messaging",No,Yes,"Unsatisfactory customer service, Insufficient data allowance",1.66
Female,School of Business,Yes,600,Off-campus,Yes,Occasionally,1,"Voice Calls, None of the above, Mobile data/Internet",Yes,Yes,Poor network quality/coverage,9.81
Male,College of Humanity and Social Science,Yes,100,Off-campus,No,Never,3,"Mobile data/Internet, None of the above, Voice Calls, SMS/Text messaging",No,Yes,"Insufficient data allowance, Poor network quality/coverage",7.13
Female,College of Engineering,No,100,Off-campus,Yes,Several times a week,5,Voice Calls,Yes,Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",8.81
Female,College of Humanity and Social Science,Yes,100,Off-campus,Yes,Several times a week,1,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,No,High costs/pricing,3.47
Female,College of Art and Built Environment,No,400,On-campus,No,Daily,1,"Voice Calls, Mobile data/Internet, SMS/Text messaging",No,Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",0.52
Female,College of Art and Built Environment,Yes,100,Off-campus,Yes,Several times a week,5,"Mobile data/Internet, SMS/Text messaging",No,Yes,Poor network quality/coverage,5.98
Male,College of Humanity and Social Science,Yes,200,Off-campus,No,Daily,5,"Mobile data/Internet, SMS/Text messaging",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage",6.27
Male,College of Engineering,Yes,300,Off-campus,Yes,Daily,5,SMS/Text messaging,Yes,Yes,Insufficient data allowance,5.44
Female,College of Science,Yes,500,Off-campus,No,Daily,3,None of the above,No,Yes,"Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",9.26
Female,College of Humanity and Social Science,No,200,On-campus,No,Several times a week,5,"Voice Calls, SMS/Text messaging",Yes,Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",0.5
Male,College of Agriculture and Natural Resources,No,500,Off-campus,Yes,Occasionally,3,None of the above,Yes,Yes,Poor network quality/coverage,5.53
Female,College of Engineering,Yes,300,Off-campus,Yes,Several times a week,4,Mobile data/Internet,No,Yes,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",3.5
Male,College of Science,No,400,Off-campus,Yes,Daily,4,Mobile data/Internet,No,Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",8.64
Female,College of Agriculture and Natural Resources,Yes,200,On-campus,No,Several times a week,4,"SMS/Text messaging, Voice Calls",Yes,Yes,"High costs/pricing, Poor network quality/coverage",5.7
Male,College of Science,No,400,Off-campus,No,Never,4,"SMS/Text messaging, None of the above",Yes,Yes,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing",9.0
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Rarely,4,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",Yes,Yes,Unsatisfactory customer service,9.36
