"Timestamp","Gender","Education Level","College","Programme Level","Residence","Do you still use the university-provided SIM card?","How frequently do you use your sim?","How would you rate the connectivity strength of your network? (1 being the lowest, 5 being the highest)","What do you use your Telecel school-provided SIM card for?
* Making  calls","What do you use your Telecel school-provided SIM card for?
* Browsing  the internet","What do you use your Telecel school-provided SIM card for?
* Sending  texts message(SMS)","Do you use other networks besides your vodafone (Telecel)? *","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* Poor Network Quality Coverage","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* Unsatisfactory Customer Service","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* Better services from other network providers","Would  you consider  discontinuing your school-provided SIM or switching  to  a different  network  provider due to:
* High Costs of Services","Do you exhaust your monthly data allowance? (5GB)","What is your approximate monthly data usage? (in GB)","What changes  or improvements  would you  like  to see in your school-provided  SIM card services? ......"
"2024/06/22 07:57:00 PM GMT","Male","Undergraduate","College of Agriculture and Natural Resources","200","On-campus","No","Never","5","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","More than 8",""
"2024/06/15 08:27:55 PM GMT","Female","Masters","College of Agriculture and Natural Resources","400","On-campus","Yes","Several times a week","3","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","0-2","Improve network connection"
"2024/07/01 10:39:27 PM GMT","Male","Undergraduate","College of Art and Built Environment","100","Off-campus","No","Occasionally","4","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","0-2",""
"2024/06/14 12:59:24 PM GMT","Male","Postgraduate","College of Humanity and Social Science","200","On-campus","No","Rarely","5","No","Yes","Yes","No","No","No","No","Yes","No","No","6-8","Increase data allowance"
"2024/06/26 07:53:41 AM GMT","Female","Postgraduate","College of Art and Built Environment","200","On-campus","Yes","Occasionally","1","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","6-8","Cheaper data plans"
"2024/06/26 07:36:57 PM GMT","Male","Undergraduate","College of Science","300","Off-campus","Yes","Never","3","No","Yes","No","No","No","Yes","Yes","Yes","No","No","6-8",""
"2024/06/13 11:15:29 PM GMT","Male","Undergraduate","College of Art and Built Environment","100","On-campus","No","Rarely","1","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","3-5","Cheaper data plans"
"2024/06/27 12:42:39 PM GMT","Male","Masters","School of Business","200","On-campus","Yes","Never","2","No","Yes","No","Yes","Yes","No","No","Yes","No","No","6-8","Cheaper data plans"
"2024/06/12 10:17:57 PM GMT","Male","Postgraduate","School of Business","100","On-campus","Yes","Daily","4","Yes","No","No","No","No","Yes","No","Yes","Yes","No","0-2",""
"2024/06/20 12:51:01 PM GMT","Male","Masters","College of Agriculture and Natural Resources","100","Off-campus","No","Several times a week","1","Yes","No","No","Yes","No","No","No","Yes","Yes","No","6-8","Improve network connection"
"2024/06/25 07:32:12 PM GMT","Female","Postgraduate","School of Business","200","Off-campus","No","Rarely","1","No","No","No","Yes","Yes","No","No","No","Yes","Yes","6-8","Increase data allowance"
"2024/06/17 09:24:08 AM GMT","Male","Undergraduate","College of Engineering","200","On-campus","Yes","Rarely","5","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","3-5","Better customer service"
"2024/06/20 09:44:38 AM GMT","Male","Undergraduate","College of Agriculture and Natural Resources","300","Off-campus","Yes","Rarely","1","Yes","Yes","Yes","No","No","No","Yes","No","No","No","3-5","Improve network connection"
"2024/06/12 11:45:29 AM GMT","Female","Undergraduate","College of Art and Built Environment","100","Off-campus","No","Daily","5","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","3-5","Increase data allowance"
"2024/06/17 02:29:01 AM GMT","Female","Postgraduate","College of Humanity and Social Science","300","Off-campus","No","Never","4","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","3-5",""
"2024/06/14 10:37:13 AM GMT","Female","Postgraduate","School of Business","200","Off-campus","No","Rarely","4","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","0-2",""
"2024/06/17 02:30:52 AM GMT","Male","Postgraduate","College of Science","200","On-campus","No","Several times a week","2","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","More than 8",""
"2024/06/25 09:39:10 PM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","300","Off-campus","No","Never","3","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","3-5","Increase data allowance"
"2024/06/29 03:20:51 AM GMT","Male","Undergraduate","School of Business","100","On-campus","No","Several times a week","4","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","More than 8",""
"2024/06/26 07:36:14 AM GMT","Male","Masters","College of Humanity and Social Science","200","On-campus","No","Rarely","1","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","6-8",""
"2024/06/18 06:57:16 PM GMT","Male","Undergraduate","College of Science","400","On-campus","Yes","Several times a week","2","Yes","No","No","No","No","No","No","No","Yes","No","More than 8","Better customer service"
"2024/06/20 02:05:27 PM GMT","Male","Undergraduate","School of Business","400","Off-campus","Yes","Occasionally","2","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","0-2",""
"2024/06/26 08:43:38 PM GMT","Male","Postgraduate","College of Humanity and Social Science","100","On-campus","Yes","Never","5","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","0-2","Cheaper data plans"
"2024/06/20 12:56:08 AM GMT","Male","Undergraduate","College of Science","300","Off-campus","Yes","Several times a week","5","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","6-8","Improve network connection"
"2024/06/15 11:25:34 PM GMT","Female","Undergraduate","College of Science","400","On-campus","Yes","Never","4","No","No","No","No","Yes","No","No","No","Yes","No","3-5","Improve network connection"
"2024/06/27 03:15:27 PM GMT","Female","Undergraduate","School of Business","400","On-campus","Yes","Several times a week","1","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","3-5","Cheaper data plans"
"2024/06/25 09:48:53 AM GMT","Male","Postgraduate","College of Agriculture and Natural Resources","200","Off-campus","Yes","Never","3","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","More than 8","Better customer service"
"2024/06/15 08:41:37 PM GMT","Male","Postgraduate","College of Art and Built Environment","100","Off-campus","No","Several times a week","1","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","0-2","Improve network connection"
"2024/06/18 08:36:54 AM GMT","Female","Undergraduate","College of Humanity and Social Science","100","On-campus","No","Never","1","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","6-8","Better customer service"
"2024/06/17 09:14:07 AM GMT","Female","Masters","College of Health Sciences","400","Off-campus","No","Never","4","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","3-5","Better customer service"
"2024/06/29 04:17:46 PM GMT","Male","Postgraduate","School of Business","100","Off-campus","No","Rarely","2","No","Yes","No","Yes","Yes","No","No","Yes","No","Yes","More than 8","Increase data allowance"
"2024/06/21 09:00:54 AM GMT","Female","Masters","College of Engineering","300","Off-campus","Yes","Occasionally","2","No","Yes","No","No","No","No","No","No","Yes","No","0-2","Increase data allowance"
"2024/06/12 08:22:56 PM GMT","Female","Undergraduate","School of Business","300","Off-campus","Yes","Occasionally","5","Yes","Yes","No","No","Yes","No","No","Yes","No","No","6-8","Cheaper data plans"
"2024/06/21 02:31:43 AM GMT","Male","Masters","School of Business","300","On-campus","No","Occasionally","4","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","6-8","Improve network connection"
"2024/06/13 06:10:00 PM GMT","Male","Postgraduate","College of Agriculture and Natural Resources","100","On-campus","No","Occasionally","5","No","No","No","No","No","No","No","Yes","Yes","No","3-5","Better customer service"
"2024/06/30 12:32:16 PM GMT","Male","Postgraduate","College of Agriculture and Natural Resources","100","Off-campus","No","Several times a week","5","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","0-2","Cheaper data plans"
"2024/06/22 09:24:32 AM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","100","On-campus","No","Rarely","1","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","3-5",""
"2024/06/19 06:07:28 PM GMT","Female","Undergraduate","College of Art and Built Environment","300","Off-campus","Yes","Occasionally","4","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","More than 8","Improve network connection"
"2024/06/30 11:43:29 PM GMT","Male","Postgraduate","College of Engineering","300","On-campus","No","Daily","4","No","Yes","Yes","Yes","No","No","No","No","No","Yes","6-8","Better customer service"
"2024/06/20 08:14:13 PM GMT","Male","Postgraduate","College of Science","400","On-campus","No","Several times a week","4","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","0-2",""
"2024/06/13 06:41:31 PM GMT","Male","Undergraduate","College of Health Sciences","200","On-campus","No","Never","4","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","3-5","Improve network connection"
"2024/06/28 02:11:19 PM GMT","Female","Postgraduate","College of Humanity and Social Science","300","On-campus","Yes","Several times a week","5","No","No","Yes","Yes","No","No","No","No","Yes","Yes","More than 8",""
"2024/06/27 09:18:40 AM GMT","Male","Undergraduate","College of Science","400","Off-campus","Yes","Never","4","No","Yes","Yes","No","Yes","Yes","No","No","No","No","0-2","Increase data allowance"
"2024/06/17 08:08:20 PM GMT","Male","Undergraduate","College of Humanity and Social Science","200","On-campus","No","Never","5","No","Yes","Yes","Yes","No","No","No","Yes","No","No","6-8","Cheaper data plans"
"2024/06/14 03:59:56 PM GMT","Female","Postgraduate","College of Health Sciences","100","On-campus","Yes","Rarely","2","No","No","Yes","No","Yes","Yes","No","No","Yes","No","More than 8","Improve network connection"
"2024/06/15 01:06:12 PM GMT","Male","Undergraduate","College of Engineering","300","On-campus","No","Occasionally","2","No","No","Yes","Yes","No","Yes","No","Yes","No","No","3-5","Better customer service"
"2024/06/16 11:17:14 PM GMT","Female","Undergraduate","College of Humanity and Social Science","300","On-campus","No","Never","2","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","3-5","Cheaper data plans"
"2024/06/18 07:12:21 PM GMT","Female","Masters","College of Engineering","400","On-campus","No","Rarely","1","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","More than 8",""
"2024/06/18 07:50:15 AM GMT","Male","Postgraduate","College of Health Sciences","400","On-campus","Yes","Daily","5","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","3-5",""
"2024/06/24 05:38:20 AM GMT","Female","Masters","College of Agriculture and Natural Resources","200","Off-campus","Yes","Occasionally","4","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","3-5","Better customer service"
"2024/06/13 08:08:52 PM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","400","On-campus","Yes","Daily","3","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","More than 8",""
"2024/06/14 02:52:09 PM GMT","Male","Postgraduate","College of Engineering","300","Off-campus","Yes","Several times a week","2","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","3-5","Cheaper data plans"
"2024/06/24 07:47:49 AM GMT","Female","Postgraduate","College of Engineering","300","On-campus","No","Rarely","1","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","0-2",""
"2024/06/18 05:25:20 AM GMT","Female","Undergraduate","School of Business","200","On-campus","Yes","Several times a week","1","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","3-5","Increase data allowance"
"2024/06/12 11:06:39 PM GMT","Male","Undergraduate","College of Agriculture and Natural Resources","200","Off-campus","No","Daily","5","No","No","Yes","Yes","No","No","No","No","Yes","Yes","0-2","Better customer service"
"2024/06/30 05:57:09 PM GMT","Female","Postgraduate","School of Business","300","On-campus","No","Occasionally","2","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","6-8","Cheaper data plans"
"2024/06/19 10:13:27 AM GMT","Male","Postgraduate","College of Engineering","200","Off-campus","Yes","Occasionally","5","No","Yes","Yes","No","No","No","Yes","Yes","No","No","6-8","Increase data allowance"
"2024/06/26 05:54:09 PM GMT","Male","Undergraduate","College of Agriculture and Natural Resources","100","Off-campus","Yes","Never","4","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","6-8","Better customer service"
"2024/06/18 08:23:36 PM GMT","Male","Masters","College of Humanity and Social Science","100","Off-campus","Yes","Occasionally","4","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","0-2","Cheaper data plans"
"2024/06/13 09:29:32 AM GMT","Female","Masters","College of Engineering","400","On-campus","No","Rarely","3","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","3-5",""
"2024/06/20 06:17:17 PM GMT","Male","Undergraduate","College of Agriculture and Natural Resources","400","On-campus","Yes","Daily","3","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","0-2",""
"2024/06/18 10:07:09 AM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","300","Off-campus","Yes","Never","5","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","6-8","Cheaper data plans"
"2024/06/28 08:03:58 PM GMT","Female","Masters","College of Agriculture and Natural Resources","100","On-campus","Yes","Daily","3","No","No","No","No","No","No","Yes","Yes","No","Yes","6-8",""
"2024/06/18 12:29:49 AM GMT","Male","Undergraduate","College of Engineering","400","On-campus","Yes","Several times a week","5","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","6-8","Improve network connection"
"2024/06/23 02:04:42 AM GMT","Male","Undergraduate","College of Science","300","On-campus","Yes","Daily","2","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","6-8","Cheaper data plans"
"2024/06/21 02:43:37 AM GMT","Male","Postgraduate","College of Health Sciences","200","On-campus","Yes","Daily","1","Yes","Yes","No","No","No","No","Yes","No","Yes","No","More than 8","Improve network connection"
"2024/06/11 12:15:40 PM GMT","Male","Masters","College of Humanity and Social Science","300","Off-campus","No","Daily","5","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","6-8","Increase data allowance"
"2024/06/17 01:36:53 PM GMT","Female","Masters","College of Engineering","200","Off-campus","Yes","Daily","2","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","3-5",""
"2024/07/01 03:57:30 PM GMT","Female","Masters","College of Engineering","100","Off-campus","Yes","Daily","1","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","3-5","Improve network connection"
"2024/06/24 04:37:42 AM GMT","Female","Postgraduate","College of Health Sciences","100","On-campus","No","Several times a week","5","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","0-2","Cheaper data plans"
"2024/06/18 02:47:12 PM GMT","Female","Undergraduate","College of Art and Built Environment","400","Off-campus","Yes","Occasionally","1","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","More than 8","Improve network connection"
"2024/06/29 06:18:07 PM GMT","Male","Masters","College of Health Sciences","300","On-campus","No","Occasionally","3","No","No","Yes","No","No","Yes","Yes","No","No","No","3-5","Cheaper data plans"
"2024/06/29 09:31:37 PM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","200","Off-campus","No","Occasionally","1","No","Yes","Yes","No","No","No","No","No","Yes","No","3-5","Cheaper data plans"
"2024/06/16 06:50:47 AM GMT","Male","Masters","College of Humanity and Social Science","300","Off-campus","No","Never","2","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","More than 8","Improve network connection"
"2024/06/27 10:11:06 AM GMT","Male","Masters","College of Engineering","400","On-campus","No","Several times a week","4","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","3-5","Improve network connection"
"2024/06/26 03:45:35 AM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","400","Off-campus","Yes","Occasionally","5","Yes","No","Yes","No","Yes","No","No","No","Yes","No","0-2","Better customer service"
"2024/06/17 11:39:49 AM GMT","Female","Postgraduate","College of Engineering","400","On-campus","Yes","Never","4","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","6-8","Increase data allowance"
"2024/06/12 12:12:25 PM GMT","Female","Postgraduate","College of Science","100","Off-campus","No","Daily","4","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","3-5","Better customer service"
"2024/06/26 03:31:43 PM GMT","Female","Postgraduate","College of Science","100","On-campus","Yes","Rarely","2","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","6-8","Increase data allowance"
"2024/06/29 08:26:07 AM GMT","Female","Undergraduate","College of Science","200","Off-campus","Yes","Occasionally","4","Yes","Yes","No","No","No","No","Yes","Yes","No","No","More than 8","Better customer service"
"2024/06/19 10:27:44 PM GMT","Female","Postgraduate","College of Engineering","300","On-campus","Yes","Never","2","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","0-2","Increase data allowance"
"2024/06/16 10:46:21 AM GMT","Female","Undergraduate","College of Art and Built Environment","100","On-campus","Yes","Never","3","No","No","Yes","No","No","No","No","No","No","No","0-2","Better customer service"
"2024/06/22 05:35:12 PM GMT","Male","Masters","College of Humanity and Social Science","200","On-campus","No","Rarely","2","No","No","No","Yes","Yes","Yes","No","No","Yes","No","3-5","Better customer service"
"2024/07/01 02:37:37 AM GMT","Male","Postgraduate","College of Agriculture and Natural Resources","400","Off-campus","Yes","Occasionally","2","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","3-5","Increase data allowance"
"2024/06/26 01:14:37 AM GMT","Female","Undergraduate","College of Engineering","100","Off-campus","No","Rarely","4","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","0-2","Cheaper data plans"
"2024/06/20 04:04:00 PM GMT","Female","Postgraduate","College of Health Sciences","100","On-campus","Yes","Several times a week","2","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","0-2","Increase data allowance"
"2024/06/23 12:01:17 AM GMT","Male","Undergraduate","College of Health Sciences","400","Off-campus","No","Several times a week","2","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","0-2","Improve network connection"
"2024/06/27 10:27:56 AM GMT","Female","Masters","College of Agriculture and Natural Resources","300","Off-campus","Yes","Daily","3","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","3-5",""
"2024/06/24 09:54:07 PM GMT","Female","Postgraduate","College of Art and Built Environment","200","On-campus","Yes","Daily","2","No","No","Yes","No","No","No","Yes","No","Yes","No","6-8","Cheaper data plans"
"2024/06/13 09:06:35 AM GMT","Male","Undergraduate","College of Humanity and Social Science","200","Off-campus","No","Several times a week","1","Yes","No","No","No","No","No","No","No","No","No","6-8","Improve network connection"
"2024/06/12 05:40:12 PM GMT","Female","Postgraduate","College of Science","400","On-campus","Yes","Never","2","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","More than 8","Better customer service"
"2024/06/22 04:56:56 PM GMT","Male","Masters","College of Science","200","Off-campus","No","Daily","3","Yes","No","No","No","Yes","No","No","Yes","No","No","6-8","Cheaper data plans"
"2024/07/01 03:08:12 PM GMT","Male","Masters","College of Science","300","On-campus","No","Occasionally","1","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","3-5","Increase data allowance"
"2024/06/19 10:16:37 AM GMT","Male","Undergraduate","College of Engineering","200","On-campus","No","Daily","3","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","0-2","Improve network connection"
"2024/06/14 03:09:27 PM GMT","Male","Masters","School of Business","300","On-campus","No","Never","1","No","No","No","Yes","No","No","No","No","No","No","0-2",""
"2024/06/28 03:38:20 AM GMT","Female","Postgraduate","School of Business","200","Off-campus","No","Rarely","3","No","Yes","Yes","Yes","No","No","No","No","Yes","No","3-5",""
"2024/06/20 10:41:19 PM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","300","On-campus","Yes","Several times a week","3","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","6-8","Improve network connection"
"2024/06/20 04:25:07 PM GMT","Female","Postgraduate","College of Humanity and Social Science","100","On-campus","No","Never","4","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","6-8","Cheaper data plans"
"2024/06/25 04:16:17 PM GMT","Male","Masters","College of Art and Built Environment","200","Off-campus","Yes","Several times a week","4","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","0-2","Cheaper data plans"
"2024/06/17 03:52:42 PM GMT","Male","Masters","College of Art and Built Environment","100","Off-campus","Yes","Daily","2","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","More than 8","Better customer service"
"2024/06/14 12:18:40 PM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","300","Off-campus","No","Rarely","4","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","More than 8","Better customer service"
"2024/06/25 09:19:43 PM GMT","Female","Masters","College of Science","200","On-campus","No","Rarely","1","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","3-5","Improve network connection"
"2024/06/21 12:03:10 AM GMT","Female","Undergraduate","College of Engineering","100","Off-campus","Yes","Rarely","4","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","6-8","Cheaper data plans"
"2024/06/24 06:46:58 PM GMT","Male","Postgraduate","College of Art and Built Environment","100","Off-campus","Yes","Occasionally","5","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","More than 8","Better customer service"
"2024/06/21 06:12:58 PM GMT","Male","Undergraduate","College of Art and Built Environment","100","Off-campus","No","Several times a week","4","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","3-5","Increase data allowance"
"2024/06/13 10:32:40 PM GMT","Male","Undergraduate","College of Science","200","Off-campus","No","Never","4","No","Yes","No","Yes","No","Yes","No","No","No","No","More than 8",""
"2024/06/22 04:16:24 PM GMT","Male","Masters","School of Business","100","Off-campus","No","Rarely","5","No","No","No","No","Yes","No","No","Yes","Yes","No","3-5","Increase data allowance"
"2024/06/24 01:26:05 PM GMT","Male","Undergraduate","College of Health Sciences","300","On-campus","No","Rarely","3","No","No","Yes","Yes","No","No","Yes","No","No","Yes","0-2","Cheaper data plans"
"2024/06/13 01:11:26 AM GMT","Male","Postgraduate","College of Humanity and Social Science","300","Off-campus","No","Daily","5","Yes","No","Yes","Yes","No","No","Yes","No","Yes","No","0-2",""
"2024/07/01 08:58:07 PM GMT","Male","Undergraduate","College of Engineering","300","On-campus","No","Rarely","5","No","Yes","No","Yes","No","No","Yes","No","No","No","3-5",""
"2024/06/29 06:26:42 AM GMT","Female","Undergraduate","College of Humanity and Social Science","100","Off-campus","Yes","Occasionally","3","Yes","No","No","No","No","No","No","No","Yes","No","0-2","Better customer service"
"2024/06/16 09:14:52 AM GMT","Female","Postgraduate","College of Agriculture and Natural Resources","300","Off-campus","Yes","Daily","5","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","0-2","Better customer service"
"2024/06/22 08:09:54 AM GMT","Female","Masters","College of Agriculture and Natural Resources","200","On-campus","No","Occasionally","3","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","6-8","Cheaper data plans"
"2024/06/15 02:10:28 AM GMT","Female","Undergraduate","College of Art and Built Environment","200","Off-campus","No","Daily","1","No","No","No","Yes","Yes","No","No","No","No","No","More than 8","Better customer service"
"2024/06/27 05:43:58 AM GMT","Female","Postgraduate","College of Engineering","100","Off-campus","No","Several times a week","2","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","3-5","Cheaper data plans"
"2024/06/11 05:19:56 PM GMT","Female","Masters","College of Humanity and Social Science","200","On-campus","No","Occasionally","2","Yes","No","No","No","No","No","No","Yes","Yes","No","3-5",""
"2024/06/28 01:33:20 AM GMT","Female","Undergraduate","College of Agriculture and Natural Resources","200","Off-campus","Yes","Occasionally","4","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","3-5","Improve network connection"
"2024/06/27 04:03:17 PM GMT","Female","Postgraduate","College of Health Sciences","100","Off-campus","No","Rarely","1","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","3-5","Cheaper data plans"
"2024/06/24 12:49:18 PM GMT","Female","Undergraduate","College of Engineering","100","On-campus","Yes","Several times a week","4","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","0-2","Cheaper data plans"
"2024/06/26 07:25:16 PM GMT","Male","Postgraduate","College of Humanity and Social Science","400","On-campus","Yes","Never","1","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","More than 8","Cheaper data plans"
"2024/06/16 12:28:00 PM GMT","Female","Masters","College of Science","100","On-campus","No","Never","4","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","3-5","Better customer service"
"2024/06/13 08:37:31 PM GMT","Female","Masters","College of Engineering","300","Off-campus","No","Occasionally","3","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","3-5","Better customer service"
"2024/06/24 04:09:47 AM GMT","Female","Postgraduate","College of Science","200","On-campus","Yes","Several times a week","1","Yes","No","No","No","Yes","No","Yes","No","No","Yes","3-5",""
"2024/06/14 05:10:30 PM GMT","Female","Undergraduate","College of Health Sciences","200","On-campus","No","Daily","3","No","No","No","Yes","Yes","No","Yes","No","No","Yes","6-8","Cheaper data plans"
"2024/06/23 01:10:39 PM GMT","Male","Masters","College of Agriculture and Natural Resources","300","On-campus","No","Occasionally","4","No","No","Yes","No","Yes","No","No","No","Yes","No","6-8",""
"2024/06/21 11:48:14 AM GMT","Female","Postgraduate","College of Humanity and Social Science","300","On-campus","No","Rarely","3","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","3-5","Improve network connection"
"2024/06/30 05:02:50 PM GMT","Male","Postgraduate","College of Humanity and Social Science","300","Off-campus","No","Daily","3","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","6-8","Better customer service"
"2024/06/25 07:55:40 PM GMT","Male","Postgraduate","College of Agriculture and Natural Resources","200","Off-campus","No","Daily","3","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","0-2","Increase data allowance"
"2024/06/12 02:07:00 AM GMT","Female","Undergraduate","College of Humanity and Social Science","100","On-campus","No","Rarely","1","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","6-8","Better customer service"
"2024/06/12 08:53:23 PM GMT","Female","Masters","College of Science","400","On-campus","Yes","Occasionally","1","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","More than 8","Cheaper data plans"
"2024/06/12 12:53:30 AM GMT","Female","Postgraduate","School of Business","200","Off-campus","No","Several times a week","3","Yes","No","No","No","Yes","No","Yes","No","No","No","More than 8","Cheaper data plans"
"2024/06/26 04:03:40 PM GMT","Male","Undergraduate","School of Business","400","Off-campus","Yes","Never","3","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","3-5","Cheaper data plans"
"2024/06/21 07:44:30 PM GMT","Male","Postgraduate","College of Engineering","200","On-campus","No","Never","2","No","No","Yes","No","No","Yes","No","No","Yes","No","6-8","Increase data allowance"
"2024/06/28 05:32:02 AM GMT","Male","Undergraduate","School of Business","100","Off-campus","Yes","Never","2","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","0-2",""
"2024/06/27 06:23:40 PM GMT","Female","Undergraduate","School of Business","300","Off-campus","No","Never","2","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","0-2","Improve network connection"
"2024/06/17 04:10:59 PM GMT","Male","Undergraduate","College of Agriculture and Natural Resources","300","Off-campus","No","Occasionally","2","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","6-8","Improve network connection"
"2024/06/19 09:51:20 AM GMT","Female","Masters","College of Humanity and Social Science","100","Off-campus","Yes","Rarely","4","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","More than 8","Increase data allowance"
"2024/06/12 10:34:05 PM GMT","Male","Masters","School of Business","300","On-campus","No","Rarely","1","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","More than 8","Cheaper data plans"
"2024/06/14 01:03:49 AM GMT","Male","Masters","College of Health Sciences","400","On-campus","Yes","Never","3","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","3-5","Better customer service"
