Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Use_Other_More,Reasons_Other,Consider_Discontinue,Reasons_Discontinue,Additional_Feedback
Male,College of Science,Yes,Level 200,Off-campus,Yes,Occasionally,3,Voice Calls,Yes,"Glo, AirtelTigo, MTN",False,"Better customer service, Better network coverage/signal strength, More affordable plans/pricing",No,"Unsatisfactory customer service, Insufficient data allowance",FwlUnrPcgUdoqYYe8ylkhFJ6rspv99dGKOogapC3KJwMXurDWqzmGoq
Male,College of Science,No,Level 300,Off-campus,No,Never,5,"Voice Calls, None of the above, SMS/Text messaging",No,AirtelTigo,True,"Faster internet speeds, Better network coverage/signal strength",Yes,Insufficient data allowance,nyQUqS06XpiHaampiilZgErgk0oJsHqPx19goY2avMSVjtOFKb184IlHQXaPf61c3d4wUooFxY
Female,College of Science,Yes,Level 200,On-campus,Yes,Rarely,1,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",Yes,"AirtelTigo, MTN, Glo",False,"More affordable plans/pricing, Better customer service, Faster internet speeds",No,Poor network quality/coverage,ki3Wcq38BNYJtjvE6Ik3CTzWy7mNj4Jxg4JNPHAQjiMTKdGOJjIvjbedLcwW0dA9Bk6pb3allT6OQc6gaZaGR7HFA60
Female,College of Science,Yes,Level 300,On-campus,No,Daily,5,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",No,"MTN, Glo, AirtelTigo",False,"Better customer service, Faster internet speeds",Yes,Unsatisfactory customer service,IDK8Hb5gp6zZJN5P3vCxayMwN8vlqQ3I
Male,College of Science,No,Level 500,On-campus,Yes,Occasionally,1,"Voice Calls, SMS/Text messaging",Yes,MTN,False,"More affordable plans/pricing, Better customer service",Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",PeDrduRYBWXyqlAfH7JpujUg3YCOUVgUgo3qUHTo0ETQbNfc5cXE1nACNCCP6rU7uMa
Male,College of Science,No,Level 600,Off-campus,Yes,Rarely,2,Mobile data/Internet,No,"MTN, AirtelTigo",False,Better customer service,No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",EB3L237hkFbYMojlMynytNMBMFfkYDmp7MZ2UgFdPAUFxFRng17vjA4tQerGp0Q7wVrVyCAO1O5cya
Male,College of Science,No,Level 600,On-campus,No,Rarely,4,"Voice Calls, Mobile data/Internet",Yes,"MTN, Glo, AirtelTigo",True,"Better customer service, Faster internet speeds, Better network coverage/signal strength, More affordable plans/pricing",Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",99DTeub5ohIr62Kk4iCxHkqgZMqjdWOHlMpSJJQyk4o4upEnnXg6dHbKN7kciEAn9YEM9hF
Male,College of Science,Yes,Level 500,On-campus,Yes,Daily,5,"None of the above, SMS/Text messaging, Voice Calls",Yes,"MTN, Glo",True,"Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength, Better customer service",No,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",tYK4ZuQ75eR4sXooZyg2i8ORunxFBNBIkOv8JJltdzeEWeolcG7aoFVeU2
Female,College of Science,Yes,Level 100,Off-campus,No,Never,3,SMS/Text messaging,No,"AirtelTigo, Glo, MTN",False,More affordable plans/pricing,Yes,High costs/pricing,fVbYOU1BnjA5L3BkiSMqRiwREcaPpZWIgfs
Male,College of Science,No,Level 400,Off-campus,Yes,Several times a week,3,"Mobile data/Internet, SMS/Text messaging",No,"MTN, Glo, AirtelTigo",True,"Better customer service, Better network coverage/signal strength, Faster internet speeds",No,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",zu4rnvWhcyj8ZRv5U1tRNFIpVvyR2356h4Hs9i
Male,College of Science,No,Level 100,Off-campus,Yes,Several times a week,2,"SMS/Text messaging, Mobile data/Internet, None of the above",No,AirtelTigo,True,"Better network coverage/signal strength, More affordable plans/pricing, Better customer service, Faster internet speeds",Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",ccLUKlUkLrsvrxLE1CoaTEaRH7885boAEhbR5USdzd4M2aQ
Female,School of Business,Yes,Level 200,On-campus,No,Occasionally,3,SMS/Text messaging,No,"MTN, AirtelTigo",True,Faster internet speeds,No,"High costs/pricing, Insufficient data allowance",a210i7nmc0AA9JXFNLe3vIJPsernQHHK01krWdmYrMFCA6BzZjgKnglfrbAIzMYWgqgT5yYWvl5
Female,School of Business,Yes,Level 500,Off-campus,No,Several times a week,4,"Voice Calls, Mobile data/Internet",No,"AirtelTigo, Glo",True,"Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds",No,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",gLR95cvrJfVHTfLx5ACvttf2SFMYA9t1DmGENzV7A3Bfvx91TaJGtG6vW
Male,School of Business,No,Level 200,Off-campus,Yes,Several times a week,5,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",No,"AirtelTigo, MTN, Glo",True,"Better customer service, More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength",No,"High costs/pricing, Insufficient data allowance",Q12kjGrf86LUQorLQIVvfGnSP8qIQ6QKw2iuXJNu8daDk
Female,School of Business,No,Level 400,Off-campus,Yes,Daily,5,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",Yes,"MTN, AirtelTigo, Glo",True,"More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength, Better customer service",Yes,Unsatisfactory customer service,bpxrc9IOpMfUrGxLCAxIhNSxgKuL9mBgWN3cJWi1eYFH6QucYto5wZbe
Male,School of Business,Yes,Level 200,Off-campus,No,Occasionally,4,"Mobile data/Internet, SMS/Text messaging, Voice Calls",No,"MTN, Glo, AirtelTigo",True,"Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength, Better customer service",No,Unsatisfactory customer service,XtPBiqbiF9Ae4gdTaqb2paCljZoKsfcORGGHwGcWioYq
Female,School of Business,Yes,Level 400,Off-campus,No,Never,2,"Voice Calls, Mobile data/Internet",Yes,Glo,True,"Faster internet speeds, More affordable plans/pricing, Better customer service, Better network coverage/signal strength",Yes,"Insufficient data allowance, High costs/pricing",YAYrg54IyFvxCY2XxFfLyxkOudtDMyMPxS8QGpNqoDMKN9Qf0BkSVZdNA3nwqZAuu5Wq8XSzWVtlbeUAWJZFv21ugGe
Female,School of Business,Yes,Level 600,On-campus,No,Never,5,Mobile data/Internet,Yes,AirtelTigo,False,More affordable plans/pricing,No,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance",4629nQy2e6jhWzPbK6OblHYvUMIc43nWpzN0EEyBCpIgVuciXuSwLJ6O4EIVjX
Female,School of Business,No,Level 600,On-campus,Yes,Occasionally,1,"Voice Calls, None of the above, Mobile data/Internet",Yes,"MTN, Glo",True,"More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength",No,Insufficient data allowance,Cz8rihCrCdEEHxOXELUMpUtAI6YnCdoi2W6sc1sC2wx3P24t40Gizq
Female,School of Business,No,Level 500,Off-campus,No,Several times a week,2,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",Yes,MTN,True,"More affordable plans/pricing, Better network coverage/signal strength, Better customer service",Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",URDusUQ57TNEwuhq5DR8CbpoQSxviiDIxuZ2XZSV
Male,School of Business,No,Level 600,On-campus,Yes,Occasionally,1,SMS/Text messaging,No,"Glo, MTN",False,"More affordable plans/pricing, Better customer service, Faster internet speeds, Better network coverage/signal strength",Yes,"High costs/pricing, Insufficient data allowance",cb7P03lE6Jar1pRQMLEiiRZ9XYNCOxksMeK0JqnNpyzyRaE52T5WFp4OJutkhxMEE2qIygbuhw4hs6R11P7sEz5
Male,School of Business,No,Level 200,Off-campus,No,Rarely,1,"None of the above, Mobile data/Internet, SMS/Text messaging",No,"MTN, AirtelTigo",True,"Faster internet speeds, Better network coverage/signal strength",No,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",orA5V5GtmZKt8KewuN0pSmgPPpkU4F2pfQzqOwvX1SWcikU7qp3ig5ZQ5TYlDki
Male,School of Business,No,Level 200,Off-campus,No,Rarely,3,SMS/Text messaging,No,"MTN, AirtelTigo",True,"Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength, Better customer service",No,"Unsatisfactory customer service, Poor network quality/coverage",6HlV7N9MNSmJWLGNE18kvc5FHdTmCvqof2ZPUmoNeqezNyLE5FL0xpOacPPkiE1AULKWaBkdQ4x683p1pKfX7WW
Male,School of Business,Yes,Level 200,Off-campus,Yes,Daily,4,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",Yes,"MTN, Glo",False,"Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing, Better customer service",Yes,"Insufficient data allowance, Unsatisfactory customer service",b8E3Ylw6K2vFdLVTFa4pzoSIyxdEPtcPJ78KcgHa1CjpSvGqy
Female,School of Business,No,Level 600,Off-campus,Yes,Rarely,3,SMS/Text messaging,No,"MTN, Glo, AirtelTigo",False,"Better customer service, More affordable plans/pricing, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, High costs/pricing",T0AyqTeouhyaIteM0Tw6pPtxGziQSmHffH5kcDF5gjGYgu1u3KxCBmslvGxJdHHbaChtdD9
Male,School of Business,No,Level 600,Off-campus,No,Daily,1,SMS/Text messaging,Yes,"AirtelTigo, MTN, Glo",False,"Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",No,"Poor network quality/coverage, High costs/pricing",6rdI3bUOdRciRYP1vvSmVNBwmtzx9hAgJ
Male,School of Business,Yes,Level 200,Off-campus,No,Rarely,1,"SMS/Text messaging, Voice Calls, None of the above, Mobile data/Internet",No,"MTN, AirtelTigo",False,"Better customer service, Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds",Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",MrKEcWWGqumNlwnATyCD2k2OQWmb3DzzXHMCWvamM3SiyhJHjzEfV7UQZw0lm49IV1rs87yxXaBeY
Female,School of Business,Yes,Level 600,Off-campus,No,Several times a week,1,"Mobile data/Internet, SMS/Text messaging, Voice Calls, None of the above",No,"AirtelTigo, Glo",False,"Better customer service, Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing",No,High costs/pricing,Qrnwc32QPNdn6dhz05Tv7wGHNXKZelE7k1aynC8hXyGWY3ULnFQFu6U8xX
Female,School of Business,Yes,Level 100,Off-campus,Yes,Occasionally,2,Voice Calls,No,MTN,False,"Better customer service, More affordable plans/pricing, Better network coverage/signal strength, Faster internet speeds",No,High costs/pricing,DP6DmLOJyGScU23JWtBkC3rTR4ANWPQlsuKUDqEYdgA2K8gJFmdl5z3dxCXTvcfVgvqyrky78eoMGEchuYzwh6IQQSFN2Q1mRPC
Male,School of Business,Yes,Level 300,On-campus,No,Daily,4,"Voice Calls, SMS/Text messaging, Mobile data/Internet",No,MTN,True,Faster internet speeds,Yes,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",9hMXa9g52bfVFsUHAAJ1drqATqSPOgTGIAoAKpI1zyRQVHMsDmSuUJAiN78o6DZTuhW1MVgRKV
Male,School of Business,No,Level 300,Off-campus,Yes,Occasionally,1,"SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,MTN,True,"Better customer service, Better network coverage/signal strength, Faster internet speeds",No,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",AI5f3wVdGFQs9eI6318ZAVHkB8ofIhtLlmRXb
Male,School of Business,No,Level 400,Off-campus,Yes,Several times a week,1,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",No,Glo,False,"Faster internet speeds, Better network coverage/signal strength",No,Poor network quality/coverage,LQM2woEvXrWfv71boEgfg8GmI7LSXAfSbcCo9NPAilFdaPnF27JllACev3F18cOzkgkpXou2XzljtehndEev2HOgIX
Male,School of Business,Yes,Level 200,On-campus,Yes,Occasionally,3,"None of the above, Voice Calls",Yes,"AirtelTigo, MTN",True,"Better customer service, Faster internet speeds",No,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",jcAvBsKs4hdVICj2W4IPZP9jtfrBsFqzrxUjeM6gTJUwVTsWgP
Female,School of Business,Yes,Level 200,On-campus,Yes,Occasionally,3,"SMS/Text messaging, Voice Calls",Yes,"Glo, MTN",False,"More affordable plans/pricing, Better customer service, Better network coverage/signal strength",No,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage, Unsatisfactory customer service",JiVpNeqFyRJcE3iFf19ps9CbYOWqwULlcNXAyCl6b3cReuL0a1eBfLp7HpXaWEZAjE8xl5ZcjW6DpAsYK9pbK89yYxPUs
Male,School of Business,No,Level 300,Off-campus,Yes,Occasionally,4,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",Yes,MTN,False,"Faster internet speeds, Better network coverage/signal strength, Better customer service",No,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",UR9gPMVorGHLnk3eUPsIOsTSfSP3ZoIukZEoZuqte17y8HTql94VVN3bzv68QovFB4DNFYMFhZNnJGWNy2S
Female,School of Business,Yes,Level 500,Off-campus,No,Occasionally,4,"None of the above, Voice Calls, SMS/Text messaging",No,MTN,True,Better customer service,Yes,High costs/pricing,U2dslCW4trwXyuSJVZbwOWS3D5iNfAXyB8Pf8tiBgFcMK5503ncRFVymsSfWAJuDwysdFS25x9dmbx
Female,School of Business,Yes,Level 100,On-campus,No,Daily,5,None of the above,Yes,"AirtelTigo, MTN, Glo",False,"More affordable plans/pricing, Better network coverage/signal strength",No,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",zl46LscG1ytIIlxnlh7DyXMN6AzkyTfuL9mJsImrFRxZ9NFfBf0hMiSGIqncHRZH1AFI4P1vMm4cYfyvvAGL4j7tIwcM4vUE
Male,School of Business,No,Level 300,On-campus,Yes,Daily,1,"SMS/Text messaging, None of the above, Voice Calls",Yes,Glo,True,Better network coverage/signal strength,Yes,"Poor network quality/coverage, Unsatisfactory customer service",CPvQhwpEojUlgYvXNJzsJkwE9NRlpvItgc1tKqE82
Female,School of Business,Yes,Level 300,On-campus,No,Never,3,"None of the above, Voice Calls, SMS/Text messaging",No,"MTN, Glo, AirtelTigo",True,"Faster internet speeds, Better customer service, More affordable plans/pricing, Better network coverage/signal strength",Yes,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",0JCnvZaASEnppNJNgSDW6gADa17ovxNqast65hg
Female,School of Business,Yes,Level 400,Off-campus,Yes,Occasionally,2,None of the above,Yes,"Glo, MTN",True,"Faster internet speeds, More affordable plans/pricing",No,"Insufficient data allowance, High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage",JC8ZHSYlKkIjafS3075gPreKYsLdx
Male,School of Business,Yes,Level 500,On-campus,Yes,Several times a week,4,"None of the above, SMS/Text messaging, Voice Calls, Mobile data/Internet",Yes,"Glo, AirtelTigo, MTN",False,"Better customer service, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",emojOKCeBLaUCKAUFvZ1baqWY
Female,School of Business,No,Level 500,Off-campus,Yes,Occasionally,1,"SMS/Text messaging, Voice Calls, None of the above",No,"Glo, MTN",False,More affordable plans/pricing,Yes,Insufficient data allowance,pd7NBRy2FxYEoXUuOyNydlX7Bx6YaapXsk9HXyP4iAjFjUC2TBYZlGlZy3d5dwZWOpra72frxXsF3y9i
Male,School of Business,No,Level 500,Off-campus,Yes,Several times a week,5,"SMS/Text messaging, Mobile data/Internet",No,Glo,False,"Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds",No,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",LNlv8UsMKuqVm2QC4zCPeTkoIKTkbzEZYNJCKQiN99Z2cMpW772EdcOMzYEaZ2hEBq1g4SjTpZ0Gvq4NbMaxmHvNxTE6Wtnkx
Female,School of Business,Yes,Level 100,Off-campus,Yes,Rarely,2,"None of the above, Mobile data/Internet",Yes,"AirtelTigo, MTN, Glo",True,"Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds",No,Poor network quality/coverage,lb3a3DkK86p7qz30JqAdUgA88o7ckuLyiEM2I5AKnyzFLpEjYNGyEsJgVTjYbdaGi6LiKKTPpu7ftIUM1kr7WGqmDxb2vBKr0
Female,School of Business,No,Level 300,Off-campus,No,Never,1,Voice Calls,No,MTN,False,"Better customer service, Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",Yes,"High costs/pricing, Insufficient data allowance",bBDEZhF3WG9ujZI63fpRTbLC7Zup9ed6xh7WDiHqeUc6AbHzchqpsJQc3a1QJzj
Female,School of Business,No,Level 300,On-campus,No,Daily,5,"None of the above, Voice Calls, Mobile data/Internet",No,MTN,True,More affordable plans/pricing,No,"Insufficient data allowance, High costs/pricing, Poor network quality/coverage",cFd78pz1aJr0wTumYX2oW4KE46qf8nVDc6mrwxz0PH3YVa43w9JNXUPAPY22bLATtBDw8TBIvDBrc1Rs
Female,School of Business,No,Level 500,On-campus,No,Never,5,"None of the above, Mobile data/Internet, Voice Calls",Yes,"AirtelTigo, MTN, Glo",False,"Better network coverage/signal strength, More affordable plans/pricing, Better customer service, Faster internet speeds",No,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",N218lh4nTeS1RZbplgniD
Male,School of Business,No,Level 300,On-campus,No,Daily,3,"None of the above, SMS/Text messaging, Voice Calls",No,"Glo, MTN, AirtelTigo",True,More affordable plans/pricing,No,"Poor network quality/coverage, High costs/pricing",K7wtzQ0qEuYQ0pUXZrC6viHYxcLcou0FLlHQHm
Female,School of Business,No,Level 600,Off-campus,No,Rarely,3,None of the above,Yes,Glo,True,"Better customer service, Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing",Yes,Poor network quality/coverage,64d4MJP9rxHhpQLyN3vNJ5909OdHP7Fzh7G6faQ0
Male,School of Business,No,Level 100,On-campus,No,Never,5,SMS/Text messaging,Yes,"MTN, Glo",False,"Better network coverage/signal strength, Faster internet speeds",No,"Unsatisfactory customer service, Insufficient data allowance, High costs/pricing, Poor network quality/coverage",9HFwIHQucK1AuVzy01B1hHqL7wz6KD1sTWjmm2M9Rv8pSp8LGjdhdog5jexJBF0CuS5kOwj4PZA41CyPmc1E1m
Male,School of Business,Yes,Level 500,Off-campus,No,Rarely,4,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",Yes,"Glo, AirtelTigo, MTN",False,Faster internet speeds,Yes,High costs/pricing,qcw9gxJmFxEUKS5xJlYEI
Male,School of Business,No,Level 200,On-campus,No,Several times a week,1,"Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,AirtelTigo,True,"More affordable plans/pricing, Better customer service, Faster internet speeds, Better network coverage/signal strength",No,"Poor network quality/coverage, Unsatisfactory customer service",83xjABXSj7MNBWexXku6jRXw8yobx2q8
Female,School of Business,Yes,Level 400,Off-campus,Yes,Occasionally,4,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",Yes,Glo,False,"Faster internet speeds, Better customer service",No,"High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",TmedwesxjVWsMdyrvEbZXUvRcUwIJsPIq3NZq1a7P6P0oDcZXccVXQI
Male,School of Business,Yes,Level 100,On-campus,No,Never,2,"None of the above, Mobile data/Internet, SMS/Text messaging",No,"AirtelTigo, Glo",False,More affordable plans/pricing,No,"Insufficient data allowance, Poor network quality/coverage",qPFqw4Mw263DcvpEsu5IITrwkrw8lZIBAgXN8I9Oop0Va4KIbBGtt0Rzt
Female,School of Business,Yes,Level 400,On-campus,Yes,Rarely,3,"Mobile data/Internet, Voice Calls, None of the above, SMS/Text messaging",No,AirtelTigo,True,Better network coverage/signal strength,No,"Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",xU50GTbyERYWD3iCNDjobHlPnSSNAoGlC9vlLUQECezXbQZr2XK1s0yLVDB9GIXym8xkYwWmKdImNi
Female,School of Business,Yes,Level 500,On-campus,Yes,Daily,4,"Voice Calls, Mobile data/Internet",No,"Glo, AirtelTigo, MTN",True,Better customer service,No,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",JK3N5mDwV9mZPqKr4WGiQAVr9b1BjyPNtBTudkPJHhh10TBohAnHmNia6xbe
Female,School of Business,No,Level 600,Off-campus,No,Daily,5,"Mobile data/Internet, Voice Calls",No,"Glo, MTN",False,"Better network coverage/signal strength, Faster internet speeds",Yes,Unsatisfactory customer service,g416JJ5tRu72vuABZzBtj1Bn4U4HBbIW5lPMotYBnLyZLowKjZYcNvbyXm9Z3XLRfHDaY0
Female,School of Business,Yes,Level 100,Off-campus,No,Never,2,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",Yes,"AirtelTigo, Glo, MTN",True,More affordable plans/pricing,No,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",GKi39GV9gGDn9Y3G0KsoCIy2wG
Female,School of Business,Yes,Level 400,On-campus,No,Several times a week,5,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",No,"AirtelTigo, MTN",True,"Better customer service, More affordable plans/pricing, Better network coverage/signal strength",No,"High costs/pricing, Insufficient data allowance",FQEoLJuFBaZCHzDkpfynPE
Male,School of Business,No,Level 600,On-campus,No,Rarely,4,"SMS/Text messaging, Voice Calls, None of the above",No,AirtelTigo,False,"Better network coverage/signal strength, Better customer service, Faster internet speeds",Yes,Unsatisfactory customer service,DjcEdDwTf6adVyysFgtIhS2MfQo
Male,School of Business,No,Level 500,On-campus,Yes,Daily,5,"Voice Calls, SMS/Text messaging, None of the above",Yes,"MTN, AirtelTigo",False,"Better customer service, Faster internet speeds, More affordable plans/pricing",No,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance",imobbu4Ls4baiFYFS8XLSv2wumuCa2UBQ
Female,School of Business,No,Level 600,Off-campus,Yes,Never,3,Mobile data/Internet,No,AirtelTigo,False,"More affordable plans/pricing, Faster internet speeds, Better customer service, Better network coverage/signal strength",No,Insufficient data allowance,dmwNwRQ1nJkTF2VyNim0I7P2c0d91gFzntO0qdZTCoC0BqRuwfra1W1VRL1RBtN5g
Male,School of Business,No,Level 500,Off-campus,Yes,Occasionally,5,"SMS/Text messaging, Voice Calls",Yes,"MTN, Glo, AirtelTigo",False,More affordable plans/pricing,Yes,Insufficient data allowance,tolRYXRpugVkLioFFgXKrZAzSKTS6zP51XyXyBWaTH9TVUdyBFX86O3vWn8UfA0KSH5nxNx9hDD2DR
Female,School of Business,No,Level 400,On-campus,No,Daily,3,"SMS/Text messaging, None of the above, Mobile data/Internet",Yes,"MTN, Glo, AirtelTigo",False,"More affordable plans/pricing, Better network coverage/signal strength",Yes,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",f3U2Q8M8icpneFbwqJsgsI7Lc
Male,School of Business,Yes,Level 400,Off-campus,No,Rarely,5,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",No,MTN,True,"Better customer service, Better network coverage/signal strength",No,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",K11sT6ctbY8LU3C8zAsaUAW9x1R5rwdyif
Male,School of Business,No,Level 200,Off-campus,No,Occasionally,4,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",Yes,"AirtelTigo, MTN, Glo",True,"Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds, Better customer service",Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",XhXbgVTEziNad4N1S6ZF891Ie7N3RAC7xJW
Female,School of Business,No,Level 400,Off-campus,No,Rarely,5,"Mobile data/Internet, SMS/Text messaging, None of the above, Voice Calls",No,"MTN, Glo, AirtelTigo",False,"More affordable plans/pricing, Better customer service",Yes,"High costs/pricing, Insufficient data allowance",190vXLbQ5VJDNEjmaQkafuVZblAr5pU8Vsl5bY2FYIIW7kQ3bSEK
Male,School of Business,No,Level 300,On-campus,Yes,Several times a week,4,SMS/Text messaging,No,"AirtelTigo, Glo, MTN",False,"Better network coverage/signal strength, More affordable plans/pricing",Yes,"High costs/pricing, Poor network quality/coverage, Insufficient data allowance, Unsatisfactory customer service",Zw8xqBgEhEuclIIXJj3jK408S8X3PSWKmIaBMOsoOT1ZfjCl1HzXk6K81gKuUMHHtz2t4KLPRQQ003a0ixJl9U7fFoWrr
Male,School of Business,No,Level 300,On-campus,Yes,Never,3,"SMS/Text messaging, None of the above",Yes,"Glo, MTN",False,Faster internet speeds,Yes,"Insufficient data allowance, Unsatisfactory customer service",M8Rmkh0dyL7ZPxSaDD2vCIIXnwsQy
Male,School of Business,No,Level 100,On-campus,Yes,Occasionally,2,"Voice Calls, SMS/Text messaging, None of the above",Yes,"AirtelTigo, MTN",True,Better network coverage/signal strength,No,"Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",42tePpMTtbg5nD9mmWp4o3hUXVzKqRYXKPgKrO29BUyuGCFCTtQigA2ZjYqf1e7S2CUHvauUwM8i8
Male,School of Business,Yes,Level 300,On-campus,No,Occasionally,4,"SMS/Text messaging, Voice Calls",No,"Glo, MTN, AirtelTigo",True,More affordable plans/pricing,Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance",xC3A2MxCQ0ltBQNe6IMbxX0GP6gu0UB0L0jBEWQoNFtvi
Female,School of Business,No,Level 600,Off-campus,Yes,Never,1,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",No,"AirtelTigo, Glo, MTN",False,"Better customer service, Better network coverage/signal strength",No,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing",wtFinrsJwKrRd8t6SELJDarTx8ZKisSHH7wzS9ztVIta6UIIKoMRyS
Male,School of Business,Yes,Level 300,On-campus,Yes,Never,5,"SMS/Text messaging, Mobile data/Internet, None of the above",Yes,"Glo, MTN",True,"Better network coverage/signal strength, Faster internet speeds",No,High costs/pricing,6ChLJcryUUXHd6kIfvwmwyPUmMFWJufNtpe5oKmb4FCP
Male,School of Business,Yes,Level 200,On-campus,Yes,Rarely,3,"SMS/Text messaging, None of the above",No,Glo,False,Better customer service,No,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",R7H9IaPwG5EJDKFvYFEYW8RkpxHxi5henwG5lRuZDzY67
Female,School of Business,No,Level 100,Off-campus,Yes,Never,5,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",Yes,"AirtelTigo, MTN, Glo",False,Better network coverage/signal strength,No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",BD7rHAwUMYXdC5zT5VHtVNETgJoK11ncH6l
Male,School of Business,No,Level 200,On-campus,Yes,Never,5,"None of the above, Mobile data/Internet",No,"MTN, AirtelTigo, Glo",True,"Better customer service, Faster internet speeds, More affordable plans/pricing",No,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",CKCR7WFPAV94T9PHPFfgafvf3mbzWqcGfu4TdjgGUaj7vLUjdebHxQbBzTZfxHkvV
Female,School of Business,No,Level 300,On-campus,Yes,Daily,3,"Mobile data/Internet, None of the above, SMS/Text messaging, Voice Calls",No,"MTN, Glo",True,"Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing, Better customer service",No,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",j8HWg5gHrafkv0Jl2mcOkpdOgcNUB88iEQqMfJFjj4lVDM3lIefNuqTaTeXSpTnkgylhvnPhI9E1q0wTocYTMMeiSyKb
